text,朝食,夕食,風呂,サービス,立地,施設,部屋
また、夜中に風が強かったのか風切り音がすごくうるさくて、ちょっと寝不足でした。,0,0,0,0,0,0,1
あと、カニが思ったほどではなかったように感じました。,1,1,0,0,0,0,0
スタッフの対応も良く、料理もお酒も美味しかったです。,1,1,0,1,0,0,0
ただ、両親にとっても、部屋の場所がわかりずらかったので、お風呂や食事会場から部屋まで戻るのに、迷子になっていたので、それだけが気になりました。,0,0,0,0,0,1,0
全体的には良かったです。,1,1,1,1,1,1,1
素泊まりプランだったけれどチェックインの時に朝食代を追加で食べれて良かった。,0,0,0,1,0,0,0
少し小さめの干物が固形燃料一つで焼くには程よくて、普段魚なんて焼いてまで食べたりしないのに失敗する事なく焼いて食べれたのが楽しかった。,1,0,0,0,0,0,0
軽い朝食のつもりだったのに一通り味わっていたら制限時間いっぱいまで食べてしまいました。,1,0,0,0,0,0,0
貸切温泉も時間割制ではなくて、好きなだけお楽しみくださいと言ってもらえて良かった。,0,0,1,1,0,0,0
入るまでは長くても、3、40分位で出るかなと思っていたけれど出てきて時計を見たら1時間経過していました、久しぶりにのんびりと過ごせて良かった。,0,0,1,0,0,0,0
ホテル自体は昔ながらのいいホテルの印象でした。,0,0,0,0,0,1,0
時期もよく大きなクリスマスツリーはとても綺麗でした。,0,0,0,0,0,1,0
朝食も美味しかったです。,1,0,0,0,0,0,0
掃除がいき届いてなく汚かったです。,0,0,0,1,0,1,1
あとホテルがよかっただけに備え付けのコーヒーがインスタントなのは悲しかったです。,0,0,0,0,0,1,0
夕食がバイキングは珍しくしかも地域に見合った海鮮で最高に美味しく楽しめました。,0,1,0,0,0,0,0
冬場の蟹や果物の旬の季節にまた宿泊したいと思いました。,1,1,1,1,1,1,1
ネット予約すると住所と電話番号を書く手間が省けます。（すっごく助かる）,0,0,0,1,0,0,0
チェックアウトのために部屋から出ると、清掃係の人が「おはようございます。いってらっしゃいませ」と声をかけてくださいました。,0,0,0,1,0,0,0
とても気持ちが良いですね。,0,0,0,1,0,0,0
やっぱりこういうところで他の安いホテルと差が付くんだと思います。,0,0,0,0,1,0,0
懐かしい思いと楽しいおしゃべり、ゆっくりさせてもらいありがとうございました。,1,1,1,1,1,1,1
美味しいお食事に、デザート、孫も大喜びで食べておりました。,1,1,0,0,0,0,0
孫にもいっぱいお話してくれて嬉しかったです。,0,0,0,1,0,0,0
色々な面でのお心遣い、感謝しているております。,0,0,0,1,0,0,0
貸し切り風呂も5人でわいわいゆっくりと楽しめました。,0,0,1,0,0,0,0
ただ、排水が悪いのか、デブだからかなかなか洗い場の水が引かず、脱衣所まで流れ込まないか，みんなで心配してしまいました。,0,0,1,0,0,0,0
乾いたタオルを使えるのは便利ですね。,0,0,0,0,0,1,0
女子会、また開催できたら、お邪魔させていただきます。,1,1,1,1,1,1,1
部屋のお風呂場の臭いが気になりました。,0,0,1,0,0,0,0
お風呂場に前の人？,0,0,1,1,0,0,0
掃除の後？に使ったタオルが置かれていたので少し気分が悪かったです。,0,0,1,1,0,0,0
冷蔵庫も朝早く閉まってしまいました。,0,0,0,0,0,1,0
中国人のお客さんがほとんどでお風呂も食堂もあまりゆっくり出来ませんでした。,1,1,1,0,0,0,0
牧志駅から近く、コンビニも真向かいにあり、便利でした。,0,0,0,0,1,0,0
フロントスタッフさんは、どなたも、出入りの度に会釈があり感じ良く。,0,0,0,1,0,0,0
部屋も広く、浴室、洗面、トイレと別れているのも良かったです。,0,0,1,0,0,0,1
残念だったのは、ハンガーラックに掛けられない小物や衣類等々の収納場所がなく→トランク収納は不便でした。,0,0,0,0,0,1,0
法華クラブには大阪でよく利用していましたが、こんなに立派なホテルだったかなとちょっとびっくりしました。,0,0,0,0,0,1,0
建物も部屋の設備もゴージャスそのものですね。,0,0,0,0,0,1,1
極めつけは、朝食バイキング。,1,0,0,0,0,0,0
前日の夕食抜きでその朝食バイキングに臨んでもいいくらいバラエティ豊富で、いくらお替りしても飽きさせません。,1,0,0,0,0,0,0
お部屋は、枕元やコタツの周りのホコリは、いつ掃除したの？と思う程で、ダストアレルギーの私は、くしゃみ連発鼻水が出始めてしまい、あげくにテッシュは少なく、がっかりしました。,0,0,0,1,0,1,0
フロントの女性の対応が淡白だった。,0,0,0,1,0,0,0
初めて泊まる客に対してもう少し館内の案内があっても良いのではないかと思う。,0,0,0,1,0,0,0
お風呂の湯船の温度が低すぎる。,0,0,1,0,0,0,0
お湯を溜めているだけなのでしょうか？,0,0,1,0,0,0,0
朝食時に給事をしていた女性スタッフ、三角巾をつけた方が良いと思う。,1,0,0,1,0,0,0
スマイルホテルなのですから、もう少し笑顔で接して欲しかったです。,0,0,0,1,0,0,0
牡蛎小屋での夕食は風情があり良かったです。,0,1,0,0,0,0,0
海側の部屋だったので朝起きてからの景色も最高でした。,0,0,0,0,0,0,1
改善して欲しいところは少ないですが、靴ベラが部屋に置いてなかったこと、食事の際の飲み物の価格が明示されていなくて、後で示されるまで料金が分からなかったので、目につく場所に価格表など置いて欲しいです。,0,0,0,1,0,1,0
全体には満足しました。,1,1,1,1,1,1,1
私が投稿してきたホテルの中で、ほぼ５点なのは当ホテルだけです。,1,1,1,1,1,1,1
特に食事については、ホテルの真心を強く感じる事が出来ました。,1,1,0,0,0,0,0
露天風呂がとても良かったです。,0,0,1,0,0,0,0
食事も美味しいしすべてにおいて満足でした。,1,1,0,0,0,0,0
何度か宿泊させて頂いてますが、また泊りたいと思う数少ない旅館です。,1,1,1,1,1,1,1
チェックインからチェックアウトまでとても丁寧な対応と笑顔だったのがうれしかったです。,0,0,0,1,0,0,0
また、ルームサービスの朝食がとてもうれしく、おいしかったです。,1,0,0,1,0,0,0
部屋が広いのでとてもゆっくりくつろぐことができました。,0,0,0,0,0,0,1
バスルームもシャワーブースがあって使いやすいですね。,0,0,1,0,0,0,0
駅からは数分歩くので立地は駅前のビジネスホテルにはかないませんが、滞在中の快適さは断然上です。,1,1,1,1,1,1,1
皆様の口コミ通り、食事がとても美味しく、普段文句ばかり言っている年寄も食事を楽しんでた様子。,1,1,0,0,0,0,0
すべてにおいて満足いたしました。,1,1,1,1,1,1,1
立地もよく全体的には満足のいくホテルでしたが、気のついたことを言わせていただくと、料理の中に一人用鍋があったのですが、プラス大鍋があったのが？？,1,1,1,1,1,1,1
お鍋は大鍋にまとめて、一人用鍋の方は焼き物であれば良かったなと思いました。,0,1,0,0,0,0,0
そしてお風呂ですが、男女入れ替え制であるならば、アメニティも入れ替えていただきたかったです。,0,0,0,0,0,1,0
夜に入った女風呂で化粧用のBBクリームを見つけていたので使わせてもらおうと、朝に化粧道具を持ってお風呂に行ったら無くて、がっかりしました。,0,0,0,0,0,1,0
狭いほうのお風呂には脱衣所にカゴすらないですし、ちょっと差がありすぎますね。,0,0,1,0,0,0,0
部屋は１００号でしたが、食事会場を通っていくので、準備や後片付けの方たちが行き交い台車の音などが響き、朝早くから落ち着きませんでした。,0,0,0,0,0,0,1
駅から近く食事も美味しかったです。,1,1,0,0,1,0,0
日本酒のバーではとても明るく気さくなお兄さんと、越後湯沢の名物や日本酒などのお話しをして母との旅行に花を添えて下さいました♪,0,0,0,1,0,0,0
とても感じの良い方です。,0,0,0,1,0,0,0
念願の雪見風呂もできて大満足でした。,0,0,1,0,0,0,0
金沢のウリをよくわかっています、インテリアなどは和モダン、朝食は、加賀野菜なと加賀野菜の食材を使い、お皿は九谷焼風、といったように。,1,0,0,0,0,1,0
部屋は新しく綺麗だし、加賀野菜をふんだんに使い、九谷焼風の小鉢をたくさん用意し、さらには能登豚のしゃぶしゃぶを目の前で作ってくれる朝食は大満足です。,1,0,0,0,0,0,1
また、最上階にある大浴場は、広々としていて、疲れを癒すのに最適でした。というわけて、部屋、朝食、大浴場は、大満足です。,1,0,1,0,0,0,1
小倉駅から至近距離に位置して超便利です。,0,0,0,0,1,0,0
いろいろ細々、〝行き届いている〟感がありました。,0,0,0,1,0,0,0
朝食もおいしかったです。,1,0,0,0,0,0,0
ただ、飲み物の種類にスープ系もあったら、もっと嬉しいかな。,1,0,0,0,0,0,0
立地など、コスパが良く、満足度の高いホテルなのでリピートしました。,0,0,0,0,1,0,0
全てにおいて過不足なく、また同じような機会があれば利用したいと思います。,1,1,1,1,1,1,1
毎回快適に過ごさせてもらい帰りたくなくなります。,1,1,1,1,1,1,1
食事は野菜がおいしくて食べ過ぎてしまいます。,1,1,0,0,0,0,0
